title,company,ratings,reviews,years,location,days,salary,skills,key_skills
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Machine LearningData ScienceTensorflowNLPData ScientistArtificial IntelligenceData ModelingNumpy,"Machine Learning,Data Science,Tensorflow,NLP,Artificial Intelligence,Numpy"
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP/ML,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceTensorflowNLPData ScientistArtificial IntelligenceData ModelingMachine LearningNumpy,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning,Numpy"
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram",0,Not disclosed,Natural Language ProcessingData ScienceTensorflowNLPData ScientistArtificial IntelligenceData ModelingMachine Learning,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning"
Principal Data Scientist / Senior Data Scientist/ Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Machine LearningData ScienceTensorflowNLPArtificial IntelligenceData Modelingstatistical analysisNumpy,"Machine Learning,Data Science,Tensorflow,NLP,Artificial Intelligence,statistical analysis,Numpy"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data SciencePytorchANNCNNNLPRNNMachine LearningDeep Learning,"Data Science,NLP,Machine Learning,Deep Learning"
AI Conversational Chatbot Developer,,,,3-5 ,Delhi / NCR,3,Not disclosed,AI Conversational Chatbotdeep learningartificial neural networkspythoncnnnlpdata sciencepredictive modeling,"AI,deep learning,neural networks,python,nlp,data science"
Principal Data Scientist / Senior Data Scientist - NLP/ ML,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceHypothesis testingData ModellingCNNTensor FlowMachine LearningDeep LearningNumpy,"Data Science,Machine Learning,Deep Learning,Numpy"
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP/ML,,,,0-5 ,"Noida, Delhi / NCR, Gurgaon/Gurugram",0,Not disclosed,Data ScienceTensorflowNLPData ScientistArtificial IntelligenceData ModelingMachine LearningNumpy,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning,Numpy"
Principal Data Scientist / Senior Data Scientist,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data SciencePredictive ModelingData ModellingStatistical analysisNatural Language ProcessingMachine Learningdeep LearningData modeling,"Data Science,Statistical analysis,Machine Learning,deep Learning"
Principal Data Scientist/ Sr Data Scientist/ Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram",0,Not disclosed,Data ScienceTensorflowNLPData ScientistArtificial IntelligenceNatural Language ProcessingData ModelingMachine Learning,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning"
Principal Data Scientist / Senior Data Scientist / Data Scientist- NLP,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceNLPArtificial IntelligenceData ModelingMachine LearningNumpyDeep LearningPython,"Data Science,NLP,Artificial Intelligence,Machine Learning,Numpy,Deep Learning,Python"
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data SciencePytorchNLPTensor FlowKerasMachine LearningAWSDeep Learning,"Data Science,NLP,Machine Learning,Deep Learning"
Principal Data Scientist /Senior Data Scientist - NLP/Machine Learning,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Machine LearningData SciencePredictive ModelingANNData ModellingCNNConceptual modelingNLP,"Machine Learning,Data Science,NLP"
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP/ML,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceTensorflowNLPArtificial IntelligenceData ModelingMachine LearningNumpyDeep Learning,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning,Numpy,Deep Learning"
Principal Data Scientist / Senior Data Scientist / Data Scientist,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceTensorflowNLPData ScientistArtificial Intelligencebusiness strategyData ModelingMachine Learning,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning"
Principal Data Scientist/Senior Data Scientist/Data Scientist,,,,0-5 ,Delhi / NCR,0,Not disclosed,Data ScienceTensorflowNLPData ScientistArtificial IntelligenceData ModelingMachine LearningNumpy,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning,Numpy"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Noida,5,Not disclosed,pythonnatural language processingdata miningnltkrimage processingalgorithmschatbot,"python,data mining"
Jr. Data Scientist,Saltmine,4.6,2,1-3 ,Bengaluru,1,Not disclosed,ProcurementAnalytical skillsSANdata scienceMachine learningProgrammingDeploymentbig data,"data science,Machine learning,big data"
AI Data Scientist,Enthralltech Pvt. Ltd.,3.1,41,2-5 ,Pune,2,Not disclosed,Computer scienceData analysisUsagedata scienceAnalyticalMachine learningProgrammingDeployment,"Data analysis,data science,Machine learning"
AI / ML Engineer,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,algorithmsartificial intelligencedeep learningrmlimage processingchatbotneural networks,"artificial intelligence,deep learning,ml,neural networks"
AI / ML Engineer,Accenture,4.0,49777,3-6 ,Pune,3,Not disclosed,tableaupower bidata visualizationartificial intelligencemlalgorithmschatbotpython,"power bi,visualization,artificial intelligence,ml,python"
AI / ML Engineer,Accenture,4.0,49777,5-10,Chennai,5,Not disclosed,artificial intelligencedeep learningjavagcpawsimage processingchatbotc++,"artificial intelligence,deep learning,java,c++"
AI / ML Engineer,Accenture,4.0,49777,8-22,Bengaluru,1,Not disclosed,image processingalgorithmschatbotpythonmachine learningc++data analysissql,"python,machine learning,c++,data analysis,sql"
AI / ML Engineer,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,deep learningtableaupower biartificial intelligencemlimage processingalgorithmschatbot,"deep learning,power bi,artificial intelligence,ml"
AI / ML Engineer,Accenture,4.0,49777,7-12,Bengaluru,7,Not disclosed,algorithmsartificial intelligencedeep learningstatistical modelingmlimage processingchatbotneural networks,"artificial intelligence,deep learning,ml,neural networks"
AI / ML Engineer,Accenture,4.0,49777,5-18,Bengaluru,1,Not disclosed,pythonnatural language processingpresentation skillsmachine learning algorithmsstatisticsalgorithmschatbotneural networks,"python,machine learning,statistics,neural networks"
AI / ML Engineer,Accenture,4.0,49777,7-10,Bengaluru,7,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,0-14,Bengaluru,1,Not disclosed,ssidata sciencecomputer visiondata structurespattern recognitionalgorithmspythonnatural language processing,"data science,python"
AI / ML Engineer,Accenture,4.0,49777,5-8 ,Noida,5,Not disclosed,pythonnatural language processingmicrosoft azurepipelinedata mungingimage processingchatbotc++,"python,azure,c++"
AI / ML Engineer,Accenture,4.0,49777,2-15,Bengaluru,1,Not disclosed,pythondata sciencemachine learning algorithmsstatisticsdata mungingnatural language processingscikit-learnbig data technologies,"python,data science,machine learning,statistics,big data"
AI / ML Engineer,Accenture,4.0,49777,5-8 ,Bengaluru,5,Not disclosed,machine learningartificial intelligencedeep learningmachine learning algorithmsmlimage processingalgorithmschatbot,"machine learning,artificial intelligence,deep learning,machine learning,ml"
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Mumbai,3,Not disclosed,natural language processingmachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Kolkata,5,Not disclosed,data sciencecomputer visiondata structurespattern recognitionstatisticsalgorithmspythonnatural language processing,"data science,statistics,python"
AI / ML Engineer,Accenture,4.0,49777,2-16,Bengaluru,1,Not disclosed,pythonartificial intelligenceml algorithmscomputer visionpytorchimage processingalgorithmschatbot,"python,artificial intelligence,ml"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Bengaluru,5,Not disclosed,natural language processingbig data technologiesmachine learningcomputer visiondata mungingimage processingchatbotpython,"big data,machine learning,python"
AI / ML Engineer,Accenture,4.0,49777,7-9 ,Ahmedabad,7,Not disclosed,pythonnatural language processingmicrosoft azurepipelinedata mungingimage processingchatbotc++,"python,azure,c++"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,presentation skillsmachine learningaws lambdaawsmlimage processingalgorithmschatbot,"machine learning,ml"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Gurugram,5,Not disclosed,pythonnatural language processingpresentation skillsmachine learning algorithmsstatisticsalgorithmschatbotneural networks,"python,machine learning,statistics,neural networks"
AI / ML Engineer,Accenture,4.0,49777,2-14,Bengaluru,1,Not disclosed,natural language processingbig data technologiesmachine learningcomputer visiondata mungingimage processingchatbotpython,"big data,machine learning,python"
AI / ML Engineer,Accenture,4.0,49777,2-5 ,Bengaluru,2,Not disclosed,chatbotnatural language processingartificial intelligencedeep learningmlimage processingpythonc++,"artificial intelligence,deep learning,ml,python,c++"
AI / ML Engineer,Accenture,4.0,49777,5-10,Gurugram,5,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,pythondata sciencemachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,data science,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,2-14,Chennai,1,Not disclosed,natural language processingartificial intelligencedeep learningjavacloud computingimage processingchatbotpython,"artificial intelligence,deep learning,java,python"
AI / ML Engineer,Accenture,4.0,49777,7-12,Chennai,7,Not disclosed,pythonnatural language processingssipresentation skillsralgorithmschatbotdata analysis,"python,data analysis"
AI / ML Engineer,Accenture,4.0,49777,5-20,Pune,1,Not disclosed,natural language processingartificial intelligencedeep learningjavacloud computingimage processingchatbotpython,"artificial intelligence,deep learning,java,python"
AI / ML Engineer,Accenture,4.0,49777,7-12,Bengaluru,7,Not disclosed,pythonnatural language processingmicrosoft azurepipelinedata mungingimage processingchatbotc++,"python,azure,c++"
AI / ML Engineer,Accenture,4.0,49777,5-10,Gurugram,5,Not disclosed,pythonnatural language processingmicrosoft azurepipelinedata mungingimage processingchatbotc++,"python,azure,c++"
AI / ML Engineer,Accenture,4.0,49777,5-20,Bengaluru,1,Not disclosed,pythonc++natural language processingmicrosoft azurejavaimage processingchatbotdata analysis,"python,c++,azure,java,data analysis"
Analytics and Modeling Lead,Accenture,4.0,49777,7-11,Bengaluru,7,Not disclosed,machine learningibm cognos tm1machine learning algorithmsstatisticsdata mungingpythondata analysispower bi,"machine learning,machine learning,statistics,python,data analysis,power bi"
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Bengaluru,3,Not disclosed,bigquerypubsubgoogledataprocdata flowhivevertexartificial intelligence,artificial intelligence
Data Scientist,Collegedunia,2.9,511,0-2 ,Gurugram,0,Not disclosed,Data ScienceAI TechniquesRData ScientistMachine LearningPythonMachineData,"Data Science,AI,Machine Learning,Python"
Lead Data Scientist,,,,4-9 ,Pune,4,Not disclosed,Data Sciencepythonrscalacredit riskmachine learningartificial intelligencesql,"Data Science,python,machine learning,artificial intelligence,sql"
AI / ML Engineer,Accenture,4.0,49777,5-20,Mumbai,1,Not disclosed,chatbotneural networksmachine learningartificial intelligencedeep learningimage processingpythonc++,"neural networks,machine learning,artificial intelligence,deep learning,python,c++"
AI / ML Engineer,Accenture,4.0,49777,5-9 ,Chennai,5,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,2-4 ,Mumbai,2,Not disclosed,pythonpower bibusiness rule enginejavadata mungingimage processingalgorithmschatbot,"python,power bi,java"
Lead Data Scientist,,,,5-6 ,Chennai,5,Not disclosed,Data ScienceMachine LearningPythonMachineDataScience,"Data Science,Machine Learning,Python"
Responsible AI Engineer,Accenture,4.0,49777,2-4 ,Gurugram,2,Not disclosed,data sciencecomputer visiondata structurespattern recognitionstatisticsimage processingalgorithmspython,"data science,statistics,python"
AI / ML Engineer,Accenture,4.0,49777,7-9 ,Kolkata,7,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Coimbatore,5,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,0-15,Noida,1,Not disclosed,chatbotnatural language processingartificial intelligencedeep learningmlimage processingpythonc++,"artificial intelligence,deep learning,ml,python,c++"
AI / ML Engineer,Accenture,4.0,49777,2-16,Ahmedabad,1,Not disclosed,data sciencecomputer visiondata structurespattern recognitionstatisticsimage processingalgorithmschatbot,"data science,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Pune,5,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceTensorflowNLPData ScientistArtificial IntelligenceData ModelingMachine LearningNumpy,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning,Numpy"
Data Analyst,,,,0-20,Chennai,1,Not disclosed,Data VisualizationData AnalyticsPythonSQLRData QualityMicrosoft Power BiData Cleansing,"Visualization,Data Analytics,Python,SQL,Power Bi"
Data Scientist,,,,4-9 ,Hybrid - Pune,4,Not disclosed,Data ScienceNoSQLHadoopBig DataMachine LearningPysparkHiveSpark,"Data Science,NoSQL,Big Data,Machine Learning,Pyspark"
Data Analytics Consultant - immediate joiners,,,,7-10,Hybrid - Pune(Kharadi),7,Not disclosed,Data EngineeringData ModelingSQLEngineeringModelingDataAnalyticsData analytics,"Data Engineer,SQL,Data analytics"
Data Scientist with Mathematics,Fidelity National Financial (FNF),3.8,958,5-10,Remote,5,12-22 Lacs PA,MathematicsData Sciencetransfer learningpythonmultivariable calculusCNNLogistic RegressionLSTM,"Data Science,python"
Data Scientist,Magneum Technology,4.2,5,4-8 ,Noida,4,15-25 Lacs PA,Machine Learning AlgorithmsMachine LearningPricing StrategySQLData SciencePredictive ModelingRPricing Analysis,"Machine Learning,Machine Learning,SQL,Data Science"
Data Analyst- Currency Chest HO,Kotak Mahindra Bank,3.8,14868,1-4 ,Mumbai (All Areas),1,3-4.75 Lacs PA,MIS PreparationData AnalyticsPowerpointExcel Report PreparationAdvanced ExcelDashboardsMISAnalytics,"Data Analytics,Excel,Excel"
Responsible AI Engineer,Accenture,4.0,49777,2-7 ,Gurugram,2,Not disclosed,pythonnatural language processingpresentation skillsmachine learning algorithmsstatisticsalgorithmschatbotnltk,"python,machine learning,statistics"
Responsible AI Engineer,Accenture,4.0,49777,3-8 ,Bhubaneswar,3,Not disclosed,pythonnatural language processingpresentation skillsmachine learning algorithmsstatisticsalgorithmschatbotnltk,"python,machine learning,statistics"
Responsible AI Engineer,Accenture,4.0,49777,5-10,Bhubaneswar,5,Not disclosed,pythonnatural language processingpresentation skillsmachine learning algorithmsstatisticsalgorithmschatbotnltk,"python,machine learning,statistics"
